"documenttype","documentno","docdate","oderdate","duedate","postingdate","vendorcode","vendorname","yourreference","externaldocumentno","locationcode","paymentterms","postinggroup","currencycode","printed","released","status","userid","period","entryno","vatinclusive","Dimension_1","Dimension_2","freight"
"18","LPO284","2/19/2018 12:00:00 AM","","2/20/2018 12:00:00 AM","","cr590","TUFFSTEEL LIMITED","","","          ","","General             ","KES       ","1","2","1","Mugure              ","18","330240","False","E25       ","          ","0"
"18","LPO285","2/17/2018 12:00:00 AM","","2/22/2018 12:00:00 AM","","cr40610","Euro Industrial chemicals Ltd","","","          ","","General             ","KES       ","1","2","1","Mugure              ","18","330243","False","E25       ","          ","0"
"18","LPO286","2/16/2018 12:00:00 AM","","2/22/2018 12:00:00 AM","","cr447","EPPL PETROLEUM","","","          ","","notvat              ","KES       ","1","2","1","Mugure              ","18","330246","True","E25       ","          ","0"
"18","LPO287","2/22/2018 12:00:00 AM","","2/23/2018 12:00:00 AM","","cr40612","NATO ENERGY DEALERS LTD","","","          ","","01                  ","KES       ","1","2","1","Mugure              ","18","330249","False","E25       ","          ","0"
"18","LPO288","2/23/2018 12:00:00 AM","","2/25/2018 12:00:00 AM","","cr40612","NATO ENERGY DEALERS LTD","","","          ","","01                  ","KES       ","1","2","1","Mugure              ","18","340243","False","E25       ","          ","0"
"18","LPO289","3/2/2018 12:00:00 AM","","3/6/2018 12:00:00 AM","","cr590","TUFFSTEEL LIMITED","","","          ","","General             ","KES       ","1","2","1","Mugure              ","19","350243","False","E25       ","          ","0"
"18","LPO290","3/5/2018 12:00:00 AM","","3/7/2018 12:00:00 AM","","cr40612","NATO ENERGY DEALERS LTD","","","          ","","01                  ","KES       ","1","2","1","Mugure              ","19","360243","False","E25       ","          ","0"
"18","LPO291","3/7/2018 12:00:00 AM","","3/9/2018 12:00:00 AM","","cr70612","ROYAL YARD TRADERS","","","          ","","General             ","KES       ","1","2","1","Mugure              ","19","360246","False","E25       ","          ","0"
"18","LPO292","3/8/2018 12:00:00 AM","","3/10/2018 12:00:00 AM","","cr40612","NATO ENERGY DEALERS LTD","","","          ","","01                  ","KES       ","1","2","1","Mugure              ","19","360249","False","E25       ","          ","0"
"18","LPO293","3/21/2018 12:00:00 AM","","3/22/2018 12:00:00 AM","","cr553","NJUDI ENTERPRISES LTD","","","          ","","General             ","KES       ","1","2","1","Mugure              ","19","370243","False","E25       ","          ","0"
"18","LPO294","3/28/2018 12:00:00 AM","","3/29/2018 12:00:00 AM","","cr563","GAS and GO PETROLEUM PRODUCTS","","","          ","","General             ","KES       ","1","2","1","Mugure              ","19","380243","False","E25       ","          ","0"
"18","LPO295","3/29/2018 12:00:00 AM","","4/4/2018 12:00:00 AM","","cr553","NJUDI ENTERPRISES LTD","","","          ","","General             ","KES       ","1","2","1","Mugure              ","19","390243","False","E25       ","          ","0"
"18","LPO296","4/4/2018 12:00:00 AM","","4/5/2018 12:00:00 AM","","cr553","NJUDI ENTERPRISES LTD","","","          ","","General             ","KES       ","1","2","1","Mugure              ","20","390246","False","E25       ","          ","0"
"18","LPO297","4/9/2018 12:00:00 AM","","4/10/2018 12:00:00 AM","","cr70612","ROYAL YARD TRADERS","","","          ","","General             ","KES       ","1","1","1","Mugure              ","20","400243","False","          ","          ","0"
"18","LPO298","4/9/2018 12:00:00 AM","","4/24/2018 12:00:00 AM","","cr590","TUFFSTEEL LIMITED","","","          ","","General             ","KES       ","1","2","1","Mugure              ","20","410243","False","E25       ","          ","0"
"18","LPO30","10/28/2016 12:00:00 AM","","10/29/2016 12:00:00 AM","","cr402","TWIGA CHEMICALS INDUSTRIES LIM","384502","","          ","","General             ","KES       ","1","2","1","Peter Gichubi       ","2","1","False","          ","          ",""
"18","LPO301","4/27/2018 12:00:00 AM","","5/5/2018 12:00:00 AM","","cr100613","OILCOM (K) LIMITED","dlv4082","","          ","","notvat              ","KES       ","1","2","1","Mary                ","20","430243","True","          ","          ","12000"
"18","LPO302","4/28/2018 12:00:00 AM","","5/5/2018 12:00:00 AM","","cr535","BOREDO SUPPLIES","dlv793","","          ","","notvat              ","KES       ","1","2","1","Mary                ","20","430246","True","E25       ","          ","0"
"18","LPO303","5/4/2018 12:00:00 AM","","5/5/2018 12:00:00 AM","","cr447","EPPL PETROLEUM","inv237207","","          ","","notvat              ","KES       ","","2","1","Mary                ","21","430249","True","          ","          ","0"
"18","LPO304","5/5/2018 12:00:00 AM","","5/10/2018 12:00:00 AM","","cr100613","OILCOM (K) LIMITED","GRN1209","","          ","","notvat              ","KES       ","1","2","1","Mary                ","21","440243","True","          ","          ","11200"
"18","LPO305","5/6/2018 12:00:00 AM","","5/10/2018 12:00:00 AM","","cr535","BOREDO SUPPLIES","dlv795","","          ","","notvat              ","KES       ","1","2","1","Mary                ","21","440246","True","          ","          ","0"
"18","LPO306","5/12/2018 12:00:00 AM","","5/13/2018 12:00:00 AM","","cr563","GAS and GO PETROLEUM PRODUCTS","","","          ","","General             ","KES       ","1","2","1","Mugure              ","21","450243","False","E25       ","          ","17000"
"18","LPO307","4/24/2018 12:00:00 AM","","5/18/2018 12:00:00 AM","","cr483","LYDIA NYAMBURA KARANJA","","","          ","","notvat              ","KES       ","1","2","1","Mugure              ","20","460243","True","E25       ","          ","0"
"18","LPO308","3/5/2018 12:00:00 AM","","5/18/2018 12:00:00 AM","","cr483","LYDIA NYAMBURA KARANJA","","","          ","","notvat              ","KES       ","1","2","1","Mugure              ","19","460246","True","E25       ","          ","0"
"18","LPO309","5/21/2018 12:00:00 AM","","5/22/2018 12:00:00 AM","","cr590","TUFFSTEEL LIMITED","","","          ","","General             ","KES       ","1","2","1","Mary                ","21","470243","False","          ","          ","10000"
"18","LPO31","11/1/2016 12:00:00 AM","","11/2/2016 12:00:00 AM","","cr591","OCI CORPORATION","","","          ","","General             ","USD       ","1","1","1","Peter Gichubi       ","3","2","False","          ","          ",""
"18","LPO310","3/28/2018 12:00:00 AM","","5/23/2018 12:00:00 AM","","cr483","LYDIA NYAMBURA KARANJA","GRN no.1216","","          ","","notvat              ","KES       ","1","2","1","Mugure              ","19","480245","True","E25       ","          ","0"
"18","LPO311","5/22/2018 12:00:00 AM","","5/23/2018 12:00:00 AM","","cr447","EPPL PETROLEUM","","","          ","","notvat              ","KES       ","1","2","1","Mary                ","21","480248","True","          ","          ","0"
"18","LPO312","5/22/2018 12:00:00 AM","","5/24/2018 12:00:00 AM","","cr447","EPPL PETROLEUM","","","          ","","notvat              ","KES       ","1","1","1","Mugure              ","21","480249","True","E25       ","          ","0"
"18","LPO313","5/22/2018 12:00:00 AM","","5/24/2018 12:00:00 AM","","cr30594","JOHN MAINGI","","","          ","","notvat              ","KES       ","1","2","1","Mugure              ","21","490243","True","E25       ","          ","0"
"18","LPO314","5/30/2018 12:00:00 AM","","5/31/2018 12:00:00 AM","","cr563","GAS and GO PETROLEUM PRODUCTS","","","          ","","General             ","KES       ","1","2","1","Mugure              ","21","500243","False","E25       ","          ","0"
"18","LPO315","5/30/2018 12:00:00 AM","","5/31/2018 12:00:00 AM","","cr447","EPPL PETROLEUM","","","          ","","notvat              ","KES       ","1","2","1","Mugure              ","21","500244","True","E25       ","          ","0"
"18","LPO316","6/7/2018 12:00:00 AM","","6/8/2018 12:00:00 AM","","cr70612","ROYAL YARD TRADERS","","","          ","","General             ","KES       ","1","2","1","Mugure              ","22","500249","False","E25       ","          ","0"
"18","LPO317","6/8/2018 12:00:00 AM","","6/9/2018 12:00:00 AM","","cr590","TUFFSTEEL LIMITED","","","          ","","General             ","KES       ","1","2","1","Mugure              ","22","500252","False","E25       ","          ","0"
"18","LPO319","6/9/2018 12:00:00 AM","","6/10/2018 12:00:00 AM","","cr120613","SHORE TO SHORE  LOGISTICS LTD","","","          ","","General             ","KES       ","1","2","1","Mugure              ","22","500255","False","E25       ","          ","0"
"18","LPO32","11/2/2016 12:00:00 AM","","11/3/2016 12:00:00 AM","","cr483","LYDIA NYAMBURA KARANJA","","","          ","","General             ","KES       ","1","2","1","Peter Gichubi       ","3","3","False","          ","          ",""
"18","LPO320","6/11/2018 12:00:00 AM","","6/12/2018 12:00:00 AM","","cr447","EPPL PETROLEUM","","","          ","","notvat              ","KES       ","1","2","1","Mugure              ","22","500258","True","E25       ","          ","0"
"18","LPO321","6/12/2018 12:00:00 AM","","6/13/2018 12:00:00 AM","","cr120613","SHORE TO SHORE  LOGISTICS LTD","","","          ","","General             ","KES       ","1","2","1","Mugure              ","22","520256","False","E25       ","          ","0"
"18","LPO322","6/14/2018 12:00:00 AM","","6/15/2018 12:00:00 AM","","cr120613","SHORE TO SHORE  LOGISTICS LTD","","","          ","","General             ","KES       ","1","2","1","Mugure              ","22","520258","False","E25       ","          ","0"
"18","LPO323","6/14/2018 12:00:00 AM","","6/15/2018 12:00:00 AM","","cr447","EPPL PETROLEUM","","","          ","","notvat              ","KES       ","1","2","1","Mary                ","22","520259","True","          ","          ","0"
"18","LPO324","6/15/2018 12:00:00 AM","","6/19/2018 12:00:00 AM","","cr30594","JOHN MAINGI","","","          ","","notvat              ","KES       ","1","2","1","Mugure              ","22","530262","True","E25       ","          ","0"
"18","LPO325","6/19/2018 12:00:00 AM","","6/20/2018 12:00:00 AM","","cr590","TUFFSTEEL LIMITED","","","          ","","General             ","KES       ","1","2","1","Mugure              ","22","530265","False","E25       ","          ","0"
"18","LPO326","6/14/2018 12:00:00 AM","","6/22/2018 12:00:00 AM","","cr383","ENGEN KENYA LIMITED","","","          ","","notvat              ","KES       ","1","2","1","Mugure              ","22","540257","True","E25       ","          ","0"
"18","LPO327","6/20/2018 12:00:00 AM","","6/22/2018 12:00:00 AM","","cr383","ENGEN KENYA LIMITED","","","          ","","notvat              ","KES       ","1","1","1","Mugure              ","22","540260","True","E25       ","          ","0"
"18","LPO328","6/20/2018 12:00:00 AM","","6/22/2018 12:00:00 AM","","cr383","ENGEN KENYA LIMITED","","","          ","","notvat              ","KES       ","1","2","1","Mugure              ","22","540261","True","E25       ","          ","0"
"18","LPO33","10/21/2016 12:00:00 AM","","11/4/2016 12:00:00 AM","","cr483","LYDIA NYAMBURA KARANJA","","","          ","","notvat              ","KES       ","1","2","1","Mary Njeri          ","2","5","False","          ","          ",""
"18","LPO330","6/22/2018 12:00:00 AM","","6/23/2018 12:00:00 AM","","cr30594","JOHN MAINGI","","","          ","","notvat              ","KES       ","1","2","1","Mugure              ","22","540264","True","E25       ","          ","0"
"18","LPO331","6/22/2018 12:00:00 AM","","6/23/2018 12:00:00 AM","","cr553","NJUDI ENTERPRISES LTD","","","          ","","General             ","KES       ","1","2","1","Mugure              ","22","540267","False","E25       ","          ","0"
"18","LPO332","6/23/2018 12:00:00 AM","","6/24/2018 12:00:00 AM","","cr563","GAS and GO PETROLEUM PRODUCTS","","","          ","","General             ","KES       ","1","2","1","Mugure              ","22","540270","False","E25       ","          ","0"
"18","LPO334","6/25/2018 12:00:00 AM","","6/26/2018 12:00:00 AM","","cr120614","EON ENERGY","","","          ","","notvat              ","KES       ","1","2","1","Mugure              ","22","540274","True","E25       ","          ","0"
"18","LPO336","7/3/2018 12:00:00 AM","","7/4/2018 12:00:00 AM","","cr120614","EON ENERGY","","","          ","","notvat              ","KES       ","1","2","1","Mary                ","23","550279","True","          ","          ","0"
"18","LPO337","7/3/2018 12:00:00 AM","","7/4/2018 12:00:00 AM","","cr70612","ROYAL YARD TRADERS","","","          ","","General             ","KES       ","1","2","1","Mugure              ","23","550280","False","E25       ","          ","0"
